|6.6.6
gloss1d5_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          98
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{BENZENE}    m_{ACETATE}    m_{ACETIC-A}   m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{CO,aq}      m_{ETHANE,A}   m_{ETHANOL,}   m_{ETHYLENE}   m_{Fe+2}       m_{Fe+3}       m_{FORMATE,}   m_{FORMIC-A}   m_{GLUTARIC}   m_{GLYCOLIC}   m_{H+}         m_{H2,aq}      m_{H2S,aq}     m_{HAlO2,aq}   m_{HCO3-}      m_{HEXANE,A}   m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{LACTIC-A}   m_{METHANE,}   m_{METHANOL}   m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{O2,aq}      m_{OH-}        m_{PROPANE,}   m_{PROPANOA}   m_{PROPANOI}   m_{PROPANOL}   m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO2,aq}     m_{SO3-2}      m_{SO4-2}      m_{TOLUENE,}   pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  468.000        46701.0        970.414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  469.000        46801.0        970.998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  470.000        46901.0        971.581       0.138114E-002  0.913112E-004  0.115695E-003  0.861413E-007  0.375272E-010  0.112075E-006  0.451557E-004  0.165160E-004  0.355538E-004  0.932445E-003  0.125195E-006   1.39565        44.4955       0.657348E-007  0.349024E-006  0.264916E-003  0.274921E-002  0.334112E-017  0.253280E-003  0.193791E-003  0.125731E-013  0.110293E-002   1.74408       0.165966E-002  0.182205E-002  0.233255E-001  0.565777E-002  0.225640E-003  0.330274E-007  0.195829E-004  0.105373E-009  0.106166E-005  0.119070E-012  0.765410E-001  0.349611E-002  0.739151E-016  0.276316E-009  0.843122E-004  0.813793E-004  0.202586E-002  0.228610E-002  0.110820       0.136701E-003  0.720219E-018  0.621510E-003   3.52569       0.969069E-003  0.528273E-003  0.129399E-018   1.37188       0.268853E-001  0.129447E-004  0.394711E-012  0.105546E-003  0.111061E-004  0.947017E-003  0.305362E-002  0.345583E-004  0.231600E-009  0.374016E-003  0.107429E-006  0.621947       0.998567E-002  0.114923E-001  0.609517E-002  0.300375E-020  0.250696E-001  0.182354E-010  0.308010E-003  0.202928E-007  0.665955E-010  0.460050E-009  0.164442E-008  0.192543E-015  0.680374E-016  0.319877E-017  0.814732E-034  0.603663E-010  0.147079E-018  0.691292E-011  0.201189E-016  0.668967E-012  0.244233E-020  0.153447       0.704604       0.164978E-005  0.164197E-008  0.338567E-004  0.799438E-019   1.27556        4.08062      -0.778650E-001   27.8094        3.75238        8.44092     
  471.000        47001.0        972.161       0.481357E-003  0.320420E-004  0.405279E-004  0.301499E-007  0.130554E-010  0.395872E-007  0.158480E-004  0.574909E-005  0.124677E-004  0.325478E-003  0.444945E-007   1.40589        44.4374       0.662085E-007  0.350214E-006  0.263340E-003  0.271277E-002  0.326638E-017  0.251253E-003  0.191867E-003  0.125578E-013  0.109972E-002   1.75563       0.166985E-002  0.182146E-002  0.234787E-001  0.585276E-002  0.224879E-003  0.323235E-007  0.195059E-004  0.103917E-009  0.105688E-005  0.120301E-012  0.763487E-001  0.348409E-002  0.728490E-016  0.276402E-009  0.845542E-004  0.805991E-004  0.200958E-002  0.230271E-002  0.109980       0.130687E-003  0.734111E-018  0.613547E-003   3.54545       0.983342E-003  0.534644E-003  0.134204E-018   1.37987       0.270909E-001  0.130869E-004  0.392170E-012  0.103600E-003  0.110086E-004  0.952004E-003  0.310435E-002  0.344885E-004  0.231361E-009  0.376467E-003  0.108845E-006  0.620917       0.994728E-002  0.115556E-001  0.610302E-002  0.310550E-020  0.249826E-001  0.177717E-010  0.307758E-003  0.200263E-007  0.654762E-010  0.448888E-009  0.162951E-008  0.192927E-015  0.685612E-016  0.324114E-017  0.831052E-034  0.593700E-010  0.150969E-018  0.685410E-011  0.204264E-016  0.668719E-012  0.256826E-020  0.153629       0.706213       0.167137E-005  0.163303E-008  0.336922E-004  0.778557E-019   1.27435        4.07836      -0.781890E-001   27.7810        3.77092        8.48047     
  472.000        47101.0        972.738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  473.000        47201.0        973.313       0.692939E-003  0.465918E-004  0.589270E-004  0.438014E-007  0.186925E-010  0.583752E-007  0.231457E-004  0.824968E-005  0.181571E-004  0.469818E-003  0.666984E-007   1.41518        44.3475       0.670870E-007  0.352547E-006  0.260684E-003  0.264681E-002  0.311010E-017  0.247128E-003  0.187976E-003  0.124578E-013  0.109482E-002   1.78080       0.168951E-002  0.181562E-002  0.238913E-001  0.627395E-002  0.223308E-003  0.308405E-007  0.193055E-004  0.100783E-009  0.104573E-005  0.122081E-012  0.760028E-001  0.346030E-002  0.706299E-016  0.276346E-009  0.849586E-004  0.789429E-004  0.197516E-002  0.233892E-002  0.108440       0.119238E-003  0.763193E-018  0.597723E-003   3.58674       0.101345E-002  0.548531E-003  0.144549E-018   1.39585       0.275322E-001  0.134046E-004  0.386448E-012  0.995361E-004  0.108023E-004  0.960464E-003  0.320099E-002  0.341897E-004  0.230502E-009  0.380475E-003  0.111639E-006  0.618778       0.988111E-002  0.116818E-001  0.611969E-002  0.331936E-020  0.248251E-001  0.167935E-010  0.306731E-003  0.194626E-007  0.630734E-010  0.426454E-009  0.159933E-008  0.193669E-015  0.696481E-016  0.333042E-017  0.865561E-034  0.572982E-010  0.159208E-018  0.672221E-011  0.210625E-016  0.666595E-012  0.284286E-020  0.154009       0.709846       0.171663E-005  0.161529E-008  0.333779E-004  0.734817E-019   1.27233        4.07365      -0.789823E-001   27.7503        3.80998        8.56412     
  474.000        47301.0        973.886       0.486616E-003  0.329482E-004  0.415887E-004  0.309077E-007  0.131124E-010  0.414488E-007  0.163706E-004  0.578615E-005  0.128249E-004  0.330445E-003  0.478440E-007   1.42554        44.2890       0.675783E-007  0.353912E-006  0.259479E-003  0.261485E-002  0.303172E-017  0.245063E-003  0.186108E-003  0.124499E-013  0.109220E-002   1.79286       0.169793E-002  0.181311E-002  0.240545E-001  0.649742E-002  0.222663E-003  0.301011E-007  0.191982E-004  0.991965E-010  0.104183E-005  0.123470E-012  0.758497E-001  0.345146E-002  0.695567E-016  0.276502E-009  0.851953E-004  0.781094E-004  0.195725E-002  0.235702E-002  0.107754       0.113901E-003  0.778085E-018  0.589490E-003   3.60642       0.102950E-002  0.556168E-003  0.150238E-018   1.40349       0.277293E-001  0.135744E-004  0.383716E-012  0.975248E-004  0.106997E-004  0.964211E-003  0.324533E-002  0.340296E-004  0.230009E-009  0.381907E-003  0.113044E-006  0.617732       0.985600E-002  0.117460E-001  0.612662E-002  0.343466E-020  0.247343E-001  0.163074E-010  0.306089E-003  0.191811E-007  0.618559E-010  0.415653E-009  0.158653E-008  0.194375E-015  0.703494E-016  0.338480E-017  0.886548E-034  0.562862E-010  0.163903E-018  0.665657E-011  0.214464E-016  0.665444E-012  0.299780E-020  0.154181       0.711421       0.174101E-005  0.160836E-008  0.332794E-004  0.712915E-019   1.27112        4.07143      -0.793643E-001   27.7217        3.82864        8.60390     
  475.000        47401.0        974.457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  476.000        47501.0        975.026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  477.000        47601.0        975.593       0.111099E-002  0.764464E-004  0.962591E-004  0.716428E-007  0.300009E-010  0.992987E-007  0.381249E-004  0.131724E-004  0.296908E-004  0.757474E-003  0.116013E-006   1.44574        44.1490       0.690463E-007  0.359311E-006  0.254264E-003  0.251162E-002  0.282022E-017  0.238650E-003  0.180509E-003  0.125846E-013  0.108409E-002   1.82759       0.172612E-002  0.181488E-002  0.245021E-001  0.716693E-002  0.220190E-003  0.281088E-007  0.189230E-004  0.948253E-010  0.103750E-005  0.128976E-012  0.751545E-001  0.341564E-002  0.664952E-016  0.276548E-009  0.861956E-004  0.757499E-004  0.190658E-002  0.241642E-002  0.105249       0.992178E-004  0.821855E-018  0.565287E-003   3.66197       0.107356E-002  0.575972E-003  0.167135E-018   1.42252       0.281745E-001  0.139147E-004  0.375736E-012  0.919762E-004  0.104052E-004  0.987962E-003  0.343706E-002  0.342096E-004  0.230487E-009  0.392433E-003  0.118163E-006  0.615567       0.973315E-002  0.119177E-001  0.613671E-002  0.378760E-020  0.244407E-001  0.150191E-010  0.304218E-003  0.183969E-007  0.585754E-010  0.383777E-009  0.153755E-008  0.194730E-015  0.717328E-016  0.351030E-017  0.937127E-034  0.531768E-010  0.176600E-018  0.643821E-011  0.223354E-016  0.659053E-012  0.346862E-020  0.154705       0.716542       0.180901E-005  0.157774E-008  0.327242E-004  0.654907E-019   1.26648        4.06314      -0.803361E-001   27.6620        3.88040        8.71494     
  478.000        47701.0        976.157       0.424513E-003  0.293008E-004  0.369629E-004  0.274910E-007  0.114151E-010  0.383853E-007  0.146732E-004  0.502308E-005  0.114115E-004  0.289777E-003  0.453107E-007   1.44467        44.1165       0.694755E-007  0.360406E-006  0.253022E-003  0.248026E-002  0.275105E-017  0.236671E-003  0.178608E-003  0.124717E-013  0.108152E-002   1.84118       0.173717E-002  0.181003E-002  0.247703E-001  0.742338E-002  0.219231E-003  0.274522E-007  0.188206E-004  0.933485E-010  0.103027E-005  0.129287E-012  0.749665E-001  0.340161E-002  0.654546E-016  0.276345E-009  0.863475E-004  0.749490E-004  0.188975E-002  0.243498E-002  0.104480       0.946779E-004  0.837564E-018  0.558004E-003   3.68429       0.108911E-002  0.582981E-003  0.173136E-018   1.43125       0.284361E-001  0.140852E-004  0.372804E-012  0.901352E-004  0.103043E-004  0.991622E-003  0.348988E-002  0.339968E-004  0.229965E-009  0.394427E-003  0.119581E-006  0.614438       0.969990E-002  0.119867E-001  0.614706E-002  0.390940E-020  0.243715E-001  0.145977E-010  0.303684E-003  0.181324E-007  0.574799E-010  0.373515E-009  0.152029E-008  0.194637E-015  0.721134E-016  0.354832E-017  0.952516E-034  0.521508E-010  0.180815E-018  0.636337E-011  0.226023E-016  0.656538E-012  0.363730E-020  0.154892       0.718544       0.183149E-005  0.156682E-008  0.325158E-004  0.636084E-019   1.26567        4.06068      -0.807106E-001   27.6600        3.90161        8.76046     
  479.000        47801.0        976.720       0.226872E-003  0.157662E-004  0.198490E-004  0.147631E-007  0.609939E-011  0.207763E-007  0.789533E-005  0.268149E-005  0.613170E-005  0.155104E-003  0.247621E-007   1.45526        44.0585       0.699610E-007  0.361902E-006  0.251631E-003  0.244839E-002  0.268161E-017  0.234603E-003  0.176785E-003  0.124899E-013  0.107861E-002   1.85295       0.174598E-002  0.180895E-002  0.249204E-001  0.768252E-002  0.218494E-003  0.268002E-007  0.187148E-004  0.918732E-010  0.102753E-005  0.130993E-012  0.747748E-001  0.339170E-002  0.644454E-016  0.276405E-009  0.866261E-004  0.741551E-004  0.187237E-002  0.245373E-002  0.103759       0.903973E-004  0.853075E-018  0.550129E-003   3.70349       0.110542E-002  0.590546E-003  0.179646E-018   1.43850       0.286130E-001  0.142405E-004  0.370078E-012  0.883286E-004  0.102051E-004  0.996728E-003  0.354385E-002  0.339137E-004  0.229716E-009  0.396512E-003  0.121164E-006  0.613475       0.966949E-002  0.120503E-001  0.615160E-002  0.404048E-020  0.242733E-001  0.141796E-010  0.302948E-003  0.178680E-007  0.563715E-010  0.363839E-009  0.150668E-008  0.195091E-015  0.727344E-016  0.360042E-017  0.973279E-034  0.511928E-010  0.185821E-018  0.629586E-011  0.229724E-016  0.654757E-012  0.382792E-020  0.155049       0.720067       0.185611E-005  0.155881E-008  0.323908E-004  0.617164E-019   1.26428        4.05832      -0.810769E-001   27.6311        3.91971        8.79905     
  480.000        47901.0        977.280       0.364388E-003  0.254952E-004  0.320377E-004  0.238142E-007  0.977808E-011  0.337880E-007  0.127672E-004  0.430081E-005  0.990753E-005  0.249509E-003  0.406927E-007   1.46589        43.9992       0.703771E-007  0.362920E-006  0.250175E-003  0.241567E-002  0.261565E-017  0.232565E-003  0.174918E-003  0.124747E-013  0.107536E-002   1.86474       0.175606E-002  0.180796E-002  0.250837E-001  0.795366E-002  0.217670E-003  0.261825E-007  0.186138E-004  0.904605E-010  0.102288E-005  0.132323E-012  0.745688E-001  0.337978E-002  0.634236E-016  0.276301E-009  0.868598E-004  0.733856E-004  0.185584E-002  0.247112E-002  0.102988       0.863119E-004  0.868627E-018  0.542722E-003   3.72345       0.112152E-002  0.597762E-003  0.186174E-018   1.44663       0.288194E-001  0.144031E-004  0.367243E-012  0.865999E-004  0.101068E-004  0.100104E-002  0.359828E-002  0.338046E-004  0.229412E-009  0.398560E-003  0.122711E-006  0.612332       0.963372E-002  0.121161E-001  0.615687E-002  0.417231E-020  0.241793E-001  0.137868E-010  0.302302E-003  0.176074E-007  0.553100E-010  0.354712E-009  0.149289E-008  0.195432E-015  0.732918E-016  0.364856E-017  0.992416E-034  0.503020E-010  0.190746E-018  0.623614E-011  0.233255E-016  0.653820E-012  0.402511E-020  0.155202       0.721576       0.187990E-005  0.155030E-008  0.322443E-004  0.599347E-019   1.26306        4.05614      -0.814899E-001   27.6019        3.93851        8.83907     
  481.000        48001.0        977.839       0.320781E-003  0.225080E-004  0.283320E-004  0.210628E-007  0.859115E-011  0.301972E-007  0.113154E-004  0.377991E-005  0.876378E-005  0.219893E-003  0.366076E-007   1.46490        43.9695       0.707989E-007  0.364393E-006  0.248576E-003  0.238357E-002  0.255177E-017  0.230498E-003  0.173045E-003  0.124335E-013  0.107281E-002   1.87767       0.176704E-002  0.180596E-002  0.253191E-001  0.822496E-002  0.216653E-003  0.255774E-007  0.185136E-004  0.890562E-010  0.101859E-005  0.133300E-012  0.743273E-001  0.336496E-002  0.624226E-016  0.276028E-009  0.871094E-004  0.726113E-004  0.183939E-002  0.249142E-002  0.102153       0.823424E-004  0.884366E-018  0.535441E-003   3.74414       0.113665E-002  0.604391E-003  0.192559E-018   1.45396       0.290226E-001  0.145336E-004  0.364324E-012  0.848816E-004  0.100082E-004  0.100792E-002  0.366617E-002  0.337674E-004  0.229388E-009  0.401950E-003  0.124416E-006  0.611451       0.959146E-002  0.121782E-001  0.616256E-002  0.430321E-020  0.240968E-001  0.134046E-010  0.301611E-003  0.173538E-007  0.542821E-010  0.345013E-009  0.147470E-008  0.195101E-015  0.735819E-016  0.368259E-017  0.100667E-033  0.492967E-010  0.194991E-018  0.615876E-011  0.235658E-016  0.650749E-012  0.421353E-020  0.155381       0.723559       0.190225E-005  0.153823E-008  0.320079E-004  0.582245E-019   1.26187        4.05332      -0.818544E-001   27.6001        3.95795        8.88092     
  482.000        48101.0        978.395       0.529846E-003  0.374252E-004  0.470089E-004  0.349688E-007  0.142097E-010  0.506331E-007  0.188113E-004  0.623806E-005  0.145438E-004  0.363748E-003  0.618392E-007   1.47568        43.9129       0.712765E-007  0.366137E-006  0.246953E-003  0.235160E-002  0.248729E-017  0.228382E-003  0.171250E-003  0.125012E-013  0.106989E-002   1.88899       0.177584E-002  0.180695E-002  0.254445E-001  0.850303E-002  0.215867E-003  0.249730E-007  0.184086E-004  0.876455E-010  0.101784E-005  0.135527E-012  0.740980E-001  0.335442E-002  0.614487E-016  0.276023E-009  0.874564E-004  0.718409E-004  0.182235E-002  0.251137E-002  0.101391       0.786001E-004  0.900049E-018  0.527675E-003   3.76224       0.115286E-002  0.611763E-003  0.199560E-018   1.46030       0.291586E-001  0.146624E-004  0.361593E-012  0.831878E-004  0.991102E-005  0.101520E-002  0.373137E-002  0.338023E-004  0.229474E-009  0.404981E-003  0.126217E-006  0.610654       0.955492E-002  0.122375E-001  0.616374E-002  0.444454E-020  0.239894E-001  0.130229E-010  0.300753E-003  0.170991E-007  0.532348E-010  0.335934E-009  0.146053E-008  0.195388E-015  0.741449E-016  0.373271E-017  0.102707E-033  0.483672E-010  0.200163E-018  0.608996E-011  0.239237E-016  0.648567E-012  0.442873E-020  0.155529       0.725050       0.192699E-005  0.152946E-008  0.318646E-004  0.564939E-019   1.26022        4.05072      -0.822119E-001   27.5708        3.97487        8.91704     
  483.000        48201.0        978.950       0.282854E-003  0.201101E-004  0.252103E-004  0.187550E-007  0.758967E-011  0.274681E-007  0.101057E-004  0.332700E-005  0.780338E-005  0.194474E-003  0.337622E-007   1.48652        43.8558       0.717198E-007  0.367636E-006  0.245152E-003  0.231793E-002  0.242767E-017  0.226301E-003  0.169437E-003  0.125544E-013  0.106648E-002   1.90005       0.178601E-002  0.180883E-002  0.255692E-001  0.878733E-002  0.214977E-003  0.244167E-007  0.183169E-004  0.863335E-010  0.101613E-005  0.137585E-012  0.738397E-001  0.334167E-002  0.604951E-016  0.275903E-009  0.877931E-004  0.711100E-004  0.180636E-002  0.253021E-002  0.100552       0.750382E-004  0.915565E-018  0.520300E-003   3.78067       0.116835E-002  0.618459E-003  0.206445E-018   1.46715       0.293092E-001  0.147814E-004  0.358902E-012  0.816036E-004  0.981705E-005  0.102285E-002  0.380226E-002  0.338691E-004  0.229671E-009  0.408517E-003  0.128052E-006  0.609808       0.951092E-002  0.122984E-001  0.616535E-002  0.458570E-020  0.238835E-001  0.126756E-010  0.300057E-003  0.168563E-007  0.522679E-010  0.327264E-009  0.144535E-008  0.195426E-015  0.745841E-016  0.377534E-017  0.104459E-033  0.474819E-010  0.205036E-018  0.602560E-011  0.242371E-016  0.646816E-012  0.464551E-020  0.155674       0.726529       0.195030E-005  0.151946E-008  0.316816E-004  0.549136E-019   1.25860        4.04817      -0.825647E-001   27.5414        3.99199        8.95357     
  484.000        48301.0        979.503       0.153202E-002  0.109204E-003  0.137156E-003  0.102012E-006  0.410200E-010  0.151504E-006  0.550817E-004  0.179917E-004  0.424710E-004  0.105446E-002  0.186848E-006   1.48554        43.8267       0.720961E-007  0.368951E-006  0.243156E-003  0.228331E-002  0.237331E-017  0.224264E-003  0.167566E-003  0.125219E-013  0.106321E-002   1.91235       0.179902E-002  0.180938E-002  0.257908E-001  0.907548E-002  0.213783E-003  0.239053E-007  0.182381E-004  0.851092E-010  0.101175E-005  0.138598E-012  0.735345E-001  0.332336E-002  0.595504E-016  0.275445E-009  0.880722E-004  0.704076E-004  0.179162E-002  0.254973E-002  0.995824E-001  0.715946E-004  0.931106E-018  0.513599E-003   3.80119       0.118220E-002  0.623889E-003  0.212816E-018   1.47466       0.295093E-001  0.148786E-004  0.356078E-012  0.801030E-004  0.972471E-005  0.103175E-002  0.388663E-002  0.339541E-004  0.230021E-009  0.413319E-003  0.129944E-006  0.608981       0.945443E-002  0.123603E-001  0.616984E-002  0.472066E-020  0.237979E-001  0.123608E-010  0.299553E-003  0.166265E-007  0.513905E-010  0.318452E-009  0.142539E-008  0.194614E-015  0.746422E-016  0.379575E-017  0.105372E-033  0.465530E-010  0.208786E-018  0.595341E-011  0.243924E-016  0.644058E-012  0.484419E-020  0.155845       0.728493       0.197038E-005  0.150514E-008  0.313765E-004  0.534977E-019   1.25729        4.04525      -0.828894E-001   27.5397        4.01106        8.99464     
  485.000        48401.0        980.054       0.483055E-002  0.345039E-003  0.434537E-003  0.322251E-006  0.128440E-009  0.489204E-006  0.174645E-003  0.566139E-004  0.134814E-003  0.332830E-002  0.601257E-006   1.48449        43.7960       0.722509E-007  0.368798E-006  0.240208E-003  0.223930E-002  0.233736E-017  0.222361E-003  0.165538E-003  0.124150E-013  0.105770E-002   1.92328       0.181946E-002  0.181507E-002  0.260140E-001  0.935547E-002  0.212077E-003  0.235793E-007  0.182286E-004  0.843158E-010  0.100208E-005  0.138501E-012  0.730863E-001  0.329344E-002  0.586431E-016  0.274381E-009  0.882886E-004  0.698837E-004  0.178223E-002  0.256306E-002  0.981959E-001  0.683874E-004  0.944972E-018  0.508648E-003   3.82349       0.119157E-002  0.625437E-003  0.217470E-018   1.48495       0.297896E-001  0.149214E-004  0.353373E-012  0.790207E-004  0.964592E-005  0.104253E-002  0.399884E-002  0.342200E-004  0.230947E-009  0.420904E-003  0.131938E-006  0.607902       0.935744E-002  0.124278E-001  0.617679E-002  0.483569E-020  0.237225E-001  0.121739E-010  0.299948E-003  0.164435E-007  0.508457E-010  0.311018E-009  0.140083E-008  0.192668E-015  0.740852E-016  0.377581E-017  0.104655E-033  0.458319E-010  0.210448E-018  0.590930E-011  0.243116E-016  0.644582E-012  0.500490E-020  0.156014       0.730451       0.198201E-005  0.148509E-008  0.308790E-004  0.526353E-019   1.25621        4.04254      -0.831573E-001   27.5381        4.03132        9.03812     
  486.000        48501.0        980.604       0.449721E-002  0.321892E-003  0.406485E-003  0.300572E-006  0.118733E-009  0.466403E-006  0.163495E-003  0.525995E-004  0.126352E-003  0.310193E-002  0.571428E-006   1.48345        43.7653       0.723931E-007  0.368595E-006  0.237283E-003  0.219591E-002  0.230174E-017  0.220461E-003  0.163528E-003  0.123079E-013  0.105217E-002   1.93420       0.184012E-002  0.182071E-002  0.262386E-001  0.964469E-002  0.210372E-003  0.232564E-007  0.182179E-004  0.835238E-010  0.992377E-006  0.138374E-012  0.726370E-001  0.326369E-002  0.577456E-016  0.273306E-009  0.885047E-004  0.693612E-004  0.177290E-002  0.257639E-002  0.968250E-001  0.653184E-004  0.958926E-018  0.503743E-003   3.84579       0.120098E-002  0.626979E-003  0.222200E-018   1.49526       0.300714E-001  0.149642E-004  0.350665E-012  0.779503E-004  0.956734E-005  0.105333E-002  0.411397E-002  0.344846E-004  0.231867E-009  0.428592E-003  0.133958E-006  0.606814       0.926124E-002  0.124956E-001  0.618355E-002  0.495279E-020  0.236463E-001  0.119890E-010  0.300318E-003  0.162614E-007  0.503025E-010  0.303749E-009  0.137667E-008  0.190731E-015  0.735279E-016  0.375573E-017  0.103928E-033  0.451224E-010  0.212118E-018  0.586579E-011  0.242314E-016  0.645160E-012  0.517118E-020  0.156180       0.732404       0.199368E-005  0.146522E-008  0.303878E-004  0.517809E-019   1.25511        4.03984      -0.834334E-001   27.5365        4.05159        9.08165     
